tconst	Title	startYear	genres1	leading_role	second_role	third_role	leading_director	poster_path
tt0072901	Les 12 Travaux d'Astérix	1976	Adventure	Roger Carel	Jacques Morel	Pierre Tornade	René Goscinny	/7cZQZOYZFJcLjZnxWjO5PcUtmDZ.jpg
tt0072913	Le bras armé de Wang Yu contre la guillotine volante	1976	Action	Jimmy Wang Yu	Tien Wu Chu	Kang Chin	Jimmy Wang Yu	/upa8qI25kJrrQHgYz66IO2ccvoH.jpg
tt0072934	L'emmerdeur	1973	Comedy	Lino Ventura	Jacques Brel	Caroline Cellier	Édouard Molinaro	/gpiJSwmvFNrVvylqPCqVdxcI0G8.jpg
tt0072973	Adieu, ma jolie	1975	Crime	Robert Mitchum	Charlotte Rampling	John Ireland	Dick Richards	/v2ft8ShGc9aguQVlMLX3ALLCoza.jpg
tt0072976	Le droit du plus fort	1975	Crime	Rainer Werner Fassbinder	Peter Chatel	Karlheinz Böhm	Rainer Werner Fassbinder	/uYHNK7VycMOcD9Jv5qgjIdvDwgG.jpg
tt0072979	Female Trouble	1974	Comedy	Divine	David Lochary	Mary Vivian Pearce	John Waters	/cqhIufhoORDMuFKEinV1IIYUBxD.jpg
tt0072996	Flic Story	1975	Crime	Alain Delon	Jean-Louis Trintignant	Renato Salvatori	Jacques Deray	/zaQ0ypsYBkMeQaBsNIj0mJBmCJz.jpg
tt0073000	Grand Prix	1975	Animation	Wenche Foss	Per Theodor Haugen	Harald Heide-Steen Jr.	Ivo Caprino	/iWnG4MrdUcrJ3dhB2pvwQZjKXIR.jpg
tt0073012	Les Quatre Mousquetaires	1974	Action	Michael York	Raquel Welch	Oliver Reed	Richard Lester	/1T3bUAgdxU9aTNwcRVoxDebE0hL.jpg
tt0073028	Furtivos	1975	Drama	Lola Gaos	Ovidi Montllor	Alicia Sánchez	José Luis Borau	/s5Xuqy8sPaX4X7XllsMROuDzJ5X.jpg
tt0073034	Vents chauds	1974	Drama	Balraj Sahni	A.K. Hangal	Geeta Kak	M.S. Sathyu	/mrBK3u2CwiewljKRdyorURUEZQC.jpg
tt0073092	Le Bagarreur	1975	Crime	Charles Bronson	James Coburn	Jill Ireland	Walter Hill	/ao6rv94uEl3uOPyRH3lYZoMOWj4.jpg
tt0073107	Hester Street	1975	Drama	Steven Keats	Carol Kane	Mel Howard	Joan Micklin Silver	/sEYKnLShvnJuXzYWFI870F1hqZK.jpg
tt0073109	La valse des souvenirs	1975	Biography	Julie Harris	Jeannette Clift	"""Arthur OConnell"""	James F. Collier	/eFQIDuXKTdowE2XDsTBycPXSO1.jpg
tt0073114	L'histoire d'Adèle H.	1975	Biography	Isabelle Adjani	Bruce Robinson	Sylvia Marriott	François Truffaut	/wpgQG4G9rZShqQ2cc1CX7z084IT.jpg
tt0073152	Au fil du temps	1976	Drama	Rüdiger Vogler	Hanns Zischler	Lisa Kreuzer	Wim Wenders	/wKSQ0pTOXYzDWaEXvJEXlhgj2PY.jpg
tt0073155	L'important c'est d'aimer	1975	Drama	Romy Schneider	Fabio Testi	Jacques Dutronc	Andrzej Zulawski	/NR9X3F4aCqvoYRx8h4pG30zVe.jpg
tt0073195	Les Dents de la mer	1975	Adventure	Roy Scheider	Robert Shaw	Richard Dreyfuss	Steven Spielberg	/lxM6kqilAdpdhqUl2biYp5frUxE.jpg
tt0073198	Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles	1975	Drama	Delphine Seyrig	Jan Decorte	Henri Storck	Chantal Akerman	/yeL8c24oBUQSdms8f7GmRvx3DIZ.jpg
tt0073207	Le Cimetière de la morale	1975	Action	Tetsuya Watari	Tatsuo Umemiya	Yumi Takigawa	Kinji Fukasaku	/hb72mSj2nmDpPmc2O1J3rOdDzmY.jpg
tt0073219	Le juge et l'assassin	1976	Crime	Philippe Noiret	Michel Galabru	Isabelle Huppert	Bertrand Tavernier	/2FwFJvyktddFy8eJc9jMmn6efYv.jpg
tt0073221	Juste avant la nuit	1971	Crime	Celia	Marina Ninchi	Michel Bouquet	Claude Chabrol	/8dWKLlwGMeofbunbVvWfM9lzMdK.jpg
tt0073234	Police contre syndicat du crime	1975	Action	Bunta Sugawara	Tatsuo Umemiya	Hiroki Matsukata	Kinji Fukasaku	/wPMSKwFJSQfhoiqFUCvSeSSEWaF.jpg
tt0073312	Guerre et amour	1975	Comedy	Woody Allen	Diane Keaton	Georges Adet	Woody Allen	/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg
tt0073341	L'homme qui voulut être roi	1975	Adventure	Sean Connery	Michael Caine	Christopher Plummer	John Huston	/21BANIzXEKyZDUFOr9NdUEgP4EA.jpg
tt0073363	Manille	1975	Drama	Hilda Koronel	Bembol Roco	Lou Salvador Jr.	Lino Brocka	/iFM8bcQnyBPlzd0JItgWNn6TjT2.jpg
tt0073424	Maman Küsters s'en va au ciel	1975	Drama	Brigitte Mira	Ingrid Caven	Margit Carstensen	Rainer Werner Fassbinder	/9xnA40LULMD2VQb2hFql2vHEeje.jpg
tt0073440	Nashville	1975	Comedy	Keith Carradine	Karen Black	Ronee Blakley	Robert Altman	/AoJaGGu8pp7jfhpg60poef5DzsJ.jpg
tt0073453	La fugue	1975	Crime	Gene Hackman	Jennifer Warren	Edward Binns	Arthur Penn	/o6ZYabmfGPiuyTyUEXDsZOq90mR.jpg
tt0073460	Les Nuits Et Les Jours	1975	Drama	Jadwiga Baranska	Jerzy Binczycki	Emir Buczacki	Jerzy Antczak	/4r1F7EKvPsPDL4DZWXbvQTzp2A8.jpg
tt0073465	Mer du nord, mer de la mort	1976	Drama	Dschingis Bowakow	Uwe Bohm	Marquard Bohm	Hark Bohm	/nys9IpDD7hoQzJO0GJZxlwHd8pK.jpg
tt0073486	Vol au-dessus d'un nid de coucou	1975	Drama	Jack Nicholson	Louise Fletcher	Michael Berryman	Milos Forman	/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg
tt0073488	Ils ont combattu pour la patrie	1975	Drama	Vasiliy Shukshin	Vyacheslav Tikhonov	Sergey Bondarchuk	Sergey Bondarchuk	/6TI2mup2pB37qbo5aa75FI84h3E.jpg
tt0073535	Peur sur la ville	1975	Action	Jean-Paul Belmondo	Charles Denner	Adalberto Maria Merli	Henri Verneuil	/8CcUL7PClY9anYKqth98ZMOtQiw.jpg
tt0073540	Pique-nique à Hanging Rock	1975	Drama	Rachel Roberts	Anne-Louise Lambert	Vivean Gray	Peter Weir	/7BAXwmFN4pZDNb9N6kzmAAwdssi.jpg
tt0073580	Profession: reporter	1975	Drama	Jack Nicholson	Maria Schneider	Jenny Runacre	Michelangelo Antonioni	/rYfnOaYYgAuoI8R0JiAV72jAESS.jpg
tt0073582	Les Frissons de l'angoisse	1975	Horror	David Hemmings	Daria Nicolodi	Gabriele Lavia	Dario Argento	/wq7RxV5gMvgO0EKeWpNhegnpJBh.jpg
tt0073626	La poursuite implacable	1973	Crime	Oliver Reed	Fabio Testi	Paola Pitagora	Sergio Sollima	/7QwnrTIjQwgvaQPU0kLf4PzGB0N.jpg
tt0073629	The Rocky Horror Picture Show	1975	Comedy	Tim Curry	Susan Sarandon	Barry Bostwick	Jim Sharman	/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg
tt0073656	Le Saint Office	1974	Drama	Jorge Luke	Diana Bracho	Claudio Brook	Arturo Ripstein	/9VQiKAeII0FZQ3TjG80qkDluPdg.jpg
tt0073679	Section spéciale	1975	Drama	Louis Seigner	Roland Bertin	Michael Lonsdale	Costa-Gavras	/7EhH6R5RK3mPSe11zbHgxcF9huD.jpg
tt0073707	Sholay	1975	Action	Sanjeev Kumar	Dharmendra	Amitabh Bachchan	Ramesh Sippy	/ya9bwgqA4eNl5bQ9QqS0jcmRoBS.jpg
tt0073722	Smile	1975	Comedy	Bruce Dern	Barbara Feldon	Michael Kidd	Michael Ritchie	/6vsUObu6SQgiurTD4XYRJ6FpE48.jpg
tt0073747	Le mystère Stepford	1975	Horror	Katharine Ross	Paula Prentiss	Peter Masterson	Bryan Forbes	/eGJMm2OUfgt8DDKeHlWQWDcaCl7.jpg
tt0073756	Autant en emporte mon nunchaku	1974	Action	"""Shinichi Chiba"""	Goichi Yamada	Yutaka Nakajima	Shigehiro Ozawa	/ziesmAcMcUPnsGVVQVcAUSJu22k.jpg
tt0073765	Dimanche, si loin de moi	1975	Drama	Jack Thompson	Max Cullen	Robert Bruning	Ken Hannam	/1FjKWzNgWT6T2OkDYKsw8yDEuMG.jpg
tt0073766	Ennemis comme avant	1975	Comedy	Walter Matthau	George Burns	Richard Benjamin	Herbert Ross	/ma1oPWkfBOtXLgfL9PSSK6TCocL.jpg
tt0073781	Les tziganes montent au ciel	1976	Drama	Grigore Grigoriu	Svetlana Toma	Barasbi Mulayev	Emil Loteanu	/1AIhyecxthQuvJNvPC4cKxTxCRp.jpg
tt0073800	Le Voyage des comédiens	1975	Drama	Eva Kotamanidou	Vangelis Kazan	Aliki Georgouli	Theodoros Angelopoulos	/o7e7bhYVYVJGCnxRqcvnYBeQ5dZ.jpg
tt0073802	Les 3 jours du Condor	1975	Crime	Robert Redford	Faye Dunaway	Cliff Robertson	Sydney Pollack	/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg
tt0073815	La Traque	1975	Drama	Mimsy Farmer	Jean-Pierre Marielle	Michael Lonsdale	Serge Leroy	/7rRP6XuI4YOSf7COybJztvAjjF4.jpg
tt0073817	Vers un destin insolite sur les flots bleus de l'été	1974	Adventure	Giancarlo Giannini	Mariangela Melato	Riccardo Salvino	Lina Wertmüller	/8bkEUeQWVFBk3HE4qhluDarTMDj.jpg
tt0073841	Sous les cerisiers en fleurs	1975	Drama	Tomisaburô Wakayama	Shima Iwashita	Hiroko Isayama	Masahiro Shinoda	/4yMImDRa7x2DXPRCX3uhEhf5AMD.jpg
tt0073858	L'Honneur perdu de Katharina Blum	1975	Crime	Angela Winkler	Mario Adorf	Dieter Laser	Volker Schlöndorff	/d7Z1gzPkHm29jmiqnjvzXZg2koI.jpg
tt0073864	Le Vieux Fusil	1975	Drama	Philippe Noiret	Romy Schneider	Jean Bouise	Robert Enrico	/hLoEBn5kbMlnLA30Y5M3H6lwyUp.jpg
tt0073911	Winstanley	1975	Biography	Miles Halliwell	Jerome Willis	Terry Higgins	Kevin Brownlow	/538Y89Mc6ObRydmcRk05BMdC0Fo.jpg
tt0073918	Yakuza	1974	Action	Robert Mitchum	Ken Takakura	Eiji Okada	Sydney Pollack	/saULocceWR9oxfsTN5ZWXJVOzaQ.jpg
tt0073948	Adoption	1975	Drama	Katalin Berek	Gyöngyvér Vigh	Péter Fried	Márta Mészáros	/rblFqH0CKL66LG0JA5qbmfaBsmP.jpg
tt0074084	1900 - Deuxième acte	1976	Drama	Robert De Niro	Gérard Depardieu	Dominique Sanda	Bernardo Bertolucci	/deWzfCC59tmtEQvKSmflDe14FvR.jpg
tt0074103	L'Aile ou la Cuisse	1976	Comedy	Louis de Funès	Coluche	Ann Zacharias	Claude Zidi	/ywkIu5l3iAgPZvLFEVBDYxLouH8.jpg
tt0074119	Les Hommes du président	1976	Drama	Dustin Hoffman	Robert Redford	Jack Warden	Alan J. Pakula	/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg
tt0074121	Allegro non troppo	1976	Animation	Maurizio Nichetti	Maurizio Micheli	Marialuisa Giovannini	Bruno Bozzetto	/6yvBAAgDVDwfcY3dXT69HlxT7yk.jpg
tt0074147	Face à face	1976	Drama	Liv Ullmann	Erland Josephson	Aino Taube	Ingmar Bergman	/3coTHwgSjiMIPfBUHa3UzR3QbXq.jpg
tt0074152	L'argent de poche	1976	Comedy	Georges Desmouceaux	Philippe Goldmann	Nicole Félix	François Truffaut	/lBOkXZ2RsL2BO6NlrFgR9yT7J4I.jpg
tt0074156	Assaut	1976	Action	Austin Stoker	Darwin Joston	Laurie Zimmer	John Carpenter	/3PlUJaWvR0Nr261rqsI6XvaKM4T.jpg
tt0074168	Le retour du fils prodigue	1978	Crime	Mahmoud El Meligy	Huda Sultan	Shukri Sarhan	Youssef Chahine	/qbmTDzF156mbhDnsNnmEMb1lWFu.jpg
tt0074174	La chouette équipe	1976	Comedy	Walter Matthau	"""Tatum ONeal"""	Vic Morrow	Michael Ritchie	/kJNXMni0ObOXLth6v9xpUhWbtrp.jpg
tt0074179	Mister Boo, détective privé	1976	Comedy	Michael Hui	Samuel Hui	Ricky Hui	Michael Hui	/jf9p98BYBK0PSmhKlNdBjsIOms2.jpg
tt0074235	En route pour la gloire	1976	Biography	David Carradine	Ronny Cox	Melinda Dillon	Hal Ashby	/wMSR2CSPruCPkZDEQ5xjv5xqc05.jpg
tt0074252	Affreux, sales et méchants	1976	Comedy	Francesco Anniballi	Maria Bosco	Giselda Castrini	Ettore Scola	/fnq2BD4VKESBTT0kNf8JTPk1Myo.jpg
tt0074262	Cadavres exquis	1976	Crime	Lino Ventura	Tino Carraro	Marcel Bozzuffi	Francesco Rosi	/ue4OgtZ9pUvthCNH9h3vK2xeNqL.jpg
tt0074285	Carrie	1976	Horror	Sissy Spacek	Piper Laurie	Amy Irving	Brian De Palma	/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg
tt0074287	La Maison aux fenêtres qui rient	1976	Horror	Lino Capolicchio	Francesca Marciano	Gianni Cavina	Pupi Avati	/zBUJ8pXxnaTalLoX8ElFIxdeAVk.jpg
tt0074291	Le Casanova de Fellini	1976	Biography	Donald Sutherland	Tina Aumont	Cicely Browne	Federico Fellini	/ajeBLGnnwhOYxEQi0N7I2uyDQhF.jpg
tt0074312	Roulette chinoise	1976	Drama	Anna Karina	Margit Carstensen	Brigitte Mira	Rainer Werner Fassbinder	/bVklYRb78Oh4ZVEsqPadfTP76rp.jpg
tt0074354	Que diriez-vous à certains épinards?	1977	Comedy	Vladimír Mensík	Jirí Sovák	Iva Janzurová	Václav Vorlícek	/7m5X72YSBBmwGzPfcK2GHpQclYR.jpg
tt0074360	Cría cuervos...	1976	Drama	Ana Torrent	Conchita Pérez	Mayte Sanchez	Carlos Saura	/diJx8NUTPoFOHwbhXEeHOsjVxLL.jpg
tt0074400	Le désert des Tartares	1976	Drama	Jacques Perrin	Vittorio Gassman	Giuliano Gemma	Valerio Zurlini	/1lI9X3glfOcXgr9AzMEm2LdydAJ.jpg
tt0074442	Deux super-flics !	1977	Action	Terence Hill	Bud Spencer	David Huddleston	Enzo Barboni	/z35E0qY8wkkSPIBT5ptQAyWvr8k.jpg
tt0074443	La vengeresse	1976	Drama	Juliet Berto	Bulle Ogier	Jean Babilée	Jacques Rivette	/fYaFwG0MWtPqUO93eyrd3sdgiHl.jpg
tt0074447	Vingt jours sans guerre	1977	Drama	Yuriy Nikulin	Lyudmila Gurchenko	Rashid Sadykov	Aleksei German	/er8qKFtyZ7wNFfenhOlFdeIpbpF.jpg
tt0074452	L'aigle s'est envolé	1976	Adventure	Michael Caine	Donald Sutherland	Robert Duvall	John Sturges	/dxLuj7VIv0ZRdvaIB6eY5fApONF.jpg
tt0074486	Eraserhead	1977	Fantasy	Jack Nance	Charlotte Stewart	Allen Joseph	David Lynch	/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg
tt0074487	L'héritage	1976	Drama	Anthony Quinn	Dominique Sanda	Fabio Testi	Mauro Bolognini	/xSOOxYtUk1wLNYlaliSsa3vYngz.jpg
tt0074515	Le coup de grâce	1976	Drama	Margarethe von Trotta	Matthias Habich	Rüdiger Kirschstein	Volker Schlöndorff	/aXQrL5wvL0DEmJz1ttEiJtiHixt.jpg
tt0074520	Fièvre de cheval	1976	Comedy	Gigi Proietti	Enrico Montesano	Catherine Spaak	Steno	/84oeT5mvFd1xbzrSQZ3zloXuxo1.jpg
tt0074554	Le prête-nom	1976	Drama	Woody Allen	Zero Mostel	Herschel Bernardi	Martin Ritt	/3h39YWLBuFd4SGi2eqNazEQlPv7.jpg
tt0074586	Big Racket	1976	Action	Fabio Testi	Vincent Gardenia	Renzo Palmer	Enzo G. Castellari	/3luLaHDoWDVrDRb0dqSDNHczm8L.jpg
tt0074686	L'innocent	1976	Drama	Giancarlo Giannini	Laura Antonelli	Rina Morelli	Luchino Visconti	/cOSq7obLSE1r08joN7dWpDmSTC1.jpg
tt0074695	Croix de fer	1977	Drama	James Coburn	Maximilian Schell	James Mason	Sam Peckinpah	/fR6pqh5aFn0fawsn7sR2zC15swx.jpg
tt0074702	J.A. Martin photographe	1977	Drama	Marcel Sabourin	Monique Mercure	Marthe Thierry	Jean Beaudin	/CKDenWDCfZpyTURxduFiPvTjbd.jpg
tt0074705	Jack et le Haricot magique	1974	Adventure	Tonpei Hidari	Masachika Ichimura	Nobue Ichitani	Gisaburô Sugii	/omzH8geb4kpIYvv7mM63ca5KbpX.jpg
tt0074718	Jonas qui aura 25 ans en l'an 2000	1976	Drama	Myriam Boyer	Jean-Luc Bideau	Miou-Miou	Alain Tanner	/yIhKjQWCbwxuUI0rrub61yRoNsU.jpg
tt0074720	Le Jouet	1976	Comedy	Pierre Richard	Michel Bouquet	Fabrice Greco	Francis Veber	/o4X5KTSqAvelfw49Gx5BZDUEYCm.jpg
tt0074740	Règlements de comptes à Blackstone	1976	Drama	Franco Nero	William Berger	Olga Karlatos	Enzo G. Castellari	/ilaq6KgSJ9shK3udKZmSTBqHNmd.jpg
tt0074749	Le Bal des vauriens	1976	Crime	Ben Gazzara	Timothy Carey	Seymour Cassel	John Cassavetes	/clQgmbmBOxvA2NepvijoL7YUCvr.jpg
tt0074782	Le costume de mariage	1976	Drama	Mohammad Fassih	Massoud Zand	Mehdi Nekoueï	Abbas Kiarostami	/g31ePKouKrV13Wt1Fsuow3PJl5M.jpg
tt0074806	La petite fille au bout du chemin	1976	Drama	Jodie Foster	Martin Sheen	Alexis Smith	Nicolas Gessner	/lkKmgF5Z4app9E9svOtTQh3DpNs.jpg
tt0074811	Le locataire	1976	Drama	Roman Polanski	Isabelle Adjani	Melvyn Douglas	Roman Polanski	/4Qhzb1ICFMqE3isWoln497qSH7n.jpg
tt0074857	Un flic sur le toit	1976	Action	Carl-Gustaf Lindstedt	Sven Wollter	Thomas Hellberg	Bo Widerberg	/5qFlUGPLD1BQEuNc3oSOI6ZC8WH.jpg
tt0074858	Le Barattage	1976	Drama	Girish Karnad	Smita Patil	Naseeruddin Shah	Shyam Benegal	/hKKJYDRBAkCv9qoGsDnBdk4obxh.jpg
tt0074860	Marathon Man	1976	Crime	Dustin Hoffman	Laurence Olivier	Roy Scheider	John Schlesinger	/uPNgubSiri2yvBQRPtP77ViYjN.jpg
tt0074870	La marquise d'O...	1976	Drama	Edith Clever	Bruno Ganz	Edda Seippel	Éric Rohmer	/9jWa93WSu6cUUDxjRrVB5XS63Y0.jpg
tt0074880	Max Havelaar	1976	Drama	Peter Faber	Sacha Bulthuis	Adendu Soesilaningrat	Fons Rademakers	/ieiKLRdybG7D91PAH2Yed6F0v4X.jpg
tt0074888	La meilleure façon de marcher	1976	Drama	Patrick Dewaere	Patrick Bouchitey	Christine Pascal	Claude Miller	/wqwkgG9RWYKVUCeTDsZFz2wzoIz.jpg
tt0074896	Le message	1976	Biography	Anthony Quinn	Irene Papas	Michael Ansara	Moustapha Akkad	/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg
tt0074901	Mikey et Nicky	1976	Crime	Rose Arrick	Carol Grace	William Hickey	Elaine May	/milD3gyRK2lE2U8HJ5hMHih3CzN.jpg
tt0074910	Moi, Pierre Rivière, ayant égorgé ma mère, ma soeur et mon frère...	1976	Crime	Claude Hébert	Jacqueline Millière	Joseph Leportier	René Allio	/kRo4KojIzJ3Wf4pPXL93ne3cQ4g.jpg
tt0074916	Monsieur Klein	1976	Crime	Alain Delon	Jeanne Moreau	Francine Bergé	Joseph Losey	/6FRa43WgyhIXzMYLO3yxDb0OY6O.jpg
tt0074921	La bataille du dernier pont	1969	Action	"""Velimir Bata Zivojinovic"""	"""Slobodan Cica Perovic"""	Boris Dvornik	Hajrudin Krvavac	/hIcdPuKYaoR6xOj7dqe0ooiXphG.jpg
tt0074937	Un cadavre au dessert	1976	Comedy	Peter Falk	Alec Guinness	Peter Sellers	Robert Moore	/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg
tt0074952	Opération casseurs	1976	Action	Maurizio Merli	John Saxon	Barry Sullivan	Umberto Lenzi	/rZLGP9fpTFOXjR0hf7QziMKy0b2.jpg
tt0074958	Network : Main basse sur la TV	1976	Drama	Faye Dunaway	William Holden	Peter Finch	Sidney Lumet	/qZomlHsaALUtkFeMDwdYmwS2Pbo.jpg
tt0074963	Next Stop, Greenwich Village	1976	Comedy	Lenny Baker	Shelley Winters	Ellen Greene	Paul Mazursky	/9XHnTrzjvQigYTyf2T2iqwy6OoV.jpg
tt0075005	La Malédiction	1976	Horror	Gregory Peck	Lee Remick	Harvey Stephens	Richard Donner	/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg
tt0075019	Sept hommes à l'aube	1975	Drama	Timothy Bottoms	Martin Shaw	Joss Ackland	Lewis Gilbert	/rqO9bdpuv35G6f3mHESPvwwB99U.jpg
tt0075029	Josey Wales hors-la-loi	1976	Drama	Clint Eastwood	Sondra Locke	Chief Dan George	Clint Eastwood	/92BZIFPbyCPNhExyFScxA3xF1dy.jpg
tt0075040	Pasqualino	1975	Comedy	Giancarlo Giannini	Fernando Rey	Shirley Stoler	Lina Wertmüller	/i0ZLApe4mIQWopELhEPxOQziDBh.jpg
tt0075066	Quand la panthère rose s'emmêle	1976	Comedy	Peter Sellers	Herbert Lom	Lesley-Anne Down	Blake Edwards	/GGCch9LNAKwp4ZADAcNz1hd1dn.jpg
tt0075079	Les orphelins	1977	Drama	Juozas Budraitis	Georgiy Burkov	Aleksandr Kalyagin	Nikolay Gubenko	/u1JEdBWwFbiVBbIXFnRhBJpSj97.jpg
tt0075082	Police Python 357	1976	Crime	Yves Montand	François Périer	Simone Signoret	Alain Corneau	/67ddTJ1msWwQtpRtksn0im0ysNW.jpg
tt0075119	Esclave de l'amour	1976	Comedy	Elena Solovey	Rodion Nakhapetov	Aleksandr Kalyagin	Nikita Mikhalkov	/gbKuy5RswhtJd82DFCv8FGm6BJM.jpg
tt0075148	Rocky	1976	Drama	Sylvester Stallone	Talia Shire	Burt Young	John G. Avildsen	/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg
tt0075152	Brigade spéciale	1976	Action	Maurizio Merli	Arthur Kennedy	Giampiero Albertini	Umberto Lenzi	/dRJZ313alDx2BIFRNo0lPI5w9gh.jpg
tt0075213	Le dernier des géants	1976	Drama	John Wayne	Lauren Bacall	Ron Howard	Don Siegel	/kDkPT4fPQA70eRdWel6G4VGtHSG.jpg
tt0075223	Transamerica Express	1976	Action	Gene Wilder	Richard Pryor	Jill Clayburgh	Arthur Hiller	/gY1a4k9dalGx83D7TJ2C76xBprS.jpg
tt0075232	The Slipper and the Rose	1976	Adventure	Sherrie Hewson	John Turner	Rosalind Ayres	Bryan Forbes	/o7tQ79sqZwt5dQskCW5ymjtd13r.jpg
tt0075276	La ballade de Bruno	1977	Comedy	Bruno S.	Eva Mattes	Clemens Scheitz	Werner Herzog	/wDq9ytRxoVpICRcx1BvagmXhd4t.jpg
tt0075293	Le quintette de Sven Klang	1976	Drama	Henric Holmberg	Eva Remaeus	Jan Lindell	Stellan Olsson	/qzOdyHkR2HpH4DpVqB18OiPAAfz.jpg
tt0075314	Taxi Driver	1976	Crime	Robert De Niro	Jodie Foster	Cybill Shepherd	Martin Scorsese	/ekstpH614fwDX8DUln1a2Opz0N8.jpg
tt0075329	La lame magique	1976	Action	Lung Ti	Lo Lieh	Li Ching	Yuen Chor	/iAypWbFLVATm0CcMZMQ38dUWP1M.jpg
tt0075335	Todo Modo	1976	Crime	Gian Maria Volontè	Marcello Mastroianni	Mariangela Melato	Elio Petri	/ax1oLCbpY0MM2Wp2DA74mXy1WVR.jpg
tt0075363	La dernière Cène	1976	Drama	Nelson Villagra	Silvano Rey	Luis Alberto García	Tomás Gutiérrez Alea	/cp04YPdp9vtibFs988wpJg1g3GW.jpg
tt0075404	L'ascension	1977	Drama	Boris Plotnikov	Vladimir Gostyukhin	Sergey Yakovlev	Larisa Shepitko	/nbGyTnH1TREKgZXLxEJNnDVohYC.jpg
tt0075419	The Alice Cooper Show	1975	Documentary	Alice Cooper	Vincent Price	Dick Wagner	David Winters	/pzfTjHunJ4SOD41k7uDehVGD4gB.jpg
tt0075441	Tombe de yakuza et fleur de gardénia	1976	Action	Tetsuya Watari	Meiko Kaji	Jirô Yabuki	Kinji Fukasaku	/bF0YXY1UOEfKphZaz5qWcv2lzhD.jpg
tt0075454	Hotel Pacific	1975	Drama	Marek Kondrat	Roman Wilhelmi	Roman Skamene	Janusz Majewski	/a6nuEBwPvviSP8207Mm0S9GTlPk.jpg
tt0075462	Les Révoltés de l'an 2000	1976	Horror	Lewis Fiander	Prunella Ransome	Antonio Iranzo	Narciso Ibáñez Serrador	/uLHgyZv6IRtMFFuglDFQIW31tos.jpg
tt0075467	Le cinquième sceau	1976	Drama	Lajos Öze	László Márkus	Ferenc Bencze	Zoltán Fábri	/sXF5QK4pB1Nqklqq1zxQUaNC522.jpg
tt0075612	Trois femmes	1977	Drama	Shelley Duvall	Sissy Spacek	Janice Rule	Robert Altman	/uL5Yg8MEgHGXymTaJBYXn9g0xsH.jpg
tt0075633	Adèle n'a pas encore dîné	1978	Comedy	Michal Docolomanský	Rudolf Hrusínský	Milos Kopecký	Oldrich Lipský	/99IvxIByPZBYJ5fw8AbCR4kYU5K.jpg
tt0075654	Alambrista!	1977	Adventure	Domingo Ambriz	Trinidad Silva	Linda Gillen	Robert M. Young	/dubpRwUF73rh99FkpR4xz41XrzR.jpg
tt0075675	L'ami américain	1977	Crime	Dennis Hopper	Bruno Ganz	Lisa Kreuzer	Wim Wenders	/jHVe5EHDFj9ac2F2aU86sWTGKnn.jpg
tt0075682	Âmes perdues	1977	Drama	Vittorio Gassman	Catherine Deneuve	Danilo Mattei	Dino Risi	/8c9ktbl0mKPbZOVhNGdtiIwAX6K.jpg
tt0075686	Annie Hall	1977	Comedy	Woody Allen	Diane Keaton	Tony Roberts	Woody Allen	/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
tt0075708	La mort est mon métier	1977	Biography	Götz George	Elisabeth Schwarz	Kai Taschner	Theodor Kotulla	/geLl3N837gw41e5Vcz9aaf5GuW8.jpg
tt0075730	Camouflage	1977	Comedy	Piotr Garlicki	Zbigniew Zapasiewicz	Christine Paul	Krzysztof Zanussi	/bgIojJb5DbLZWCkgbhKsFKAXg0v.jpg
tt0075747	Bhumika	1977	Drama	Smita Patil	Anant Nag	Naseeruddin Shah	Shyam Benegal	/fQ3evGvwPd38J3q4VP8hLN7OYXe.jpg
tt0075784	Un pont trop loin	1977	Drama	Sean Connery	"""Ryan ONeal"""	Michael Caine	Richard Attenborough	/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg
tt0075793	Nous nous sommes tant aimés!	1974	Comedy	Nino Manfredi	Vittorio Gassman	Stefania Sandrelli	Ettore Scola	/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg
tt0075811	L'apprenti sorcier	1978	Animation	Ludek Munzar	Jaroslav Moucka	Christian Brückner	Karel Zeman	/fzedrpmGwqAwkDsJqnyIaq4FXLQ.jpg
tt0075824	Cet obscur objet du désir	1977	Comedy	Fernando Rey	Carole Bouquet	Ángela Molina	Luis Buñuel	/9iUdC4dftkjYSBUJq5DAxC6WqB9.jpg
tt0075833	Clans d'intrigueurs	1977	Action	Lung Ti	Fei Ai	Shen Chan	Yuen Chor	/pjmIiPN7hlKFh9nzHFtV8kn6Jbt.jpg
