tconst	Title	startYear	genres1	leading_role	second_role	third_role	leading_director	poster_path
tt0203119	Sexy Beast	2000	Crime	Ray Winstone	Ben Kingsley	Ian McShane	Jonathan Glazer	/9OlmWIEuSec27HiOPuMJASnff6f.jpg
tt0203166	Tous ensemble	2000	Comedy	Lisa Lindgren	Michael Nyqvist	Emma Samuelsson	Lukas Moodysson	/7lSvAIQIguj277YLH7Hz0UD8Me5.jpg
tt0203224	Yohkiro, le royaume des gueishas	1983	Drama	Ken Ogata	Kimiko Ikegami	Atsuko Asano	Hideo Gosha	/t0aliYRUUxQhD1Mzwrls8A9KNsI.jpg
tt0203230	Tu peux compter sur moi	2000	Drama	Laura Linney	Matthew Broderick	Amy Ryan	Kenneth Lonergan	/7mGFmij1FZD5eUnNwvUjmpqrDl6.jpg
tt0203612	Le traquenard	1962	Crime	Hisashi Igawa	Sumie Sasaki	Sen Yano	Hiroshi Teshigahara	/7VJ9RvCehgLlGI0NXmS9RUZMTND.jpg
tt0203629	La renarde folle	1962	Drama	Hashizô Ôkawa	Michiko Saga	Ryûnosuke Tsukigata	Tomu Uchida	/6efx8OeSySc56Aw0nC0cQntSIpg.jpg
tt0203632	La princesse et le guerrier	2000	Drama	Franka Potente	Benno Fürmann	Joachim Król	Tom Tykwer	/z0dMG2C4GvIObHAcOjW9r61WIJF.jpg
tt0203908	Le bonheur de Monsieur Rossi	1976	Adventure	Carlo Romano	Grazia Gabrielli	Gianfranco Mauri	Bruno Bozzetto	/1RmvqPSHJ0G34vCK4NguVFx7uLK.jpg
tt0204704	Yamato, le Cuirassé de l'Espace	1977	Action	Gorô Naya	Kei Tomiyama	Shûsei Nakamura	Toshio Masuda	/hkCjPG2ljGEXpIbKrw2Wt3bO1RS.jpg
tt0204709	Une liaison pornographique	1999	Drama	Nathalie Baye	Sergi López	Jacques Viala	Frédéric Fonteyne	/kTI6I2knV8uejV7O8VFDD8cTMOg.jpg
tt0204932	Un été en Suède	2000	Comedy	Kjell Bergqvist	Anastasios Soulis	Rebecca Scheja	Ulf Malmros	/rROZUiGbgIuEMiQ9WzyOIVTWdU8.jpg
tt0205725	Adieu, plancher des vaches!	1999	Comedy	Niko Tarielashvili	Lily Lavina	Philippe Bas	Otar Iosseliani	/6aeY214LrekH4lCY9jVvLCyocBF.jpg
tt0205873	The Dish	2000	Comedy	Sam Neill	Billy Mitchell	Roz Hammond	Rob Sitch	/zG83o1wpU3p7QTd382K4HtctLq0.jpg
tt0206013	Mes voisins les Yamada	1999	Animation	Yukiji Asaoka	Tôru Masuoka	Masako Araki	Isao Takahata	/nj0ijnOozQtu52r0ncut769G1FX.jpg
tt0206385	Désoeuvré	1999	Comedy	Jan Cvitkovic	Natasa Burger	Janez Rus	Janez Burger	/sJvI2T85SuPvmKEEzHBnP3ONQgy.jpg
tt0206634	Les Fils de l'homme	2006	Drama	Julianne Moore	Clive Owen	Chiwetel Ejiofor	Alfonso Cuarón	/k9IAS4TehZFcKi4HVByxZNPfqex.jpg
tt0206866	Le roi des voleurs	2003	Drama	Lazar Ristovski	Iakov Kultiasov	Katharina Thalbach	Ivan Fíla	/7098NKPaOI68ECk8n55w5xGT1he.jpg
tt0207145	Tant qu'on a la santé	1966	Comedy	Pierre Étaix	Denise Péronne	Simone Fonder	Pierre Étaix	/z5mYSrUTCMe9XVg8hhHxu3km3g7.jpg
tt0208092	Snatch : Tu braques ou tu raques	2000	Comedy	Jason Statham	Brad Pitt	Stephen Graham	Guy Ritchie	/56mOJth6DJ6JhgoE2jtpilVqJO.jpg
tt0208176	Fallen Angels	1999	Comedy	Mahmoud Hemida	Lebleba	Caroline Khalil	Osama Fawzy	/lEKLRdOTuxs6PnWjwev51aVZQVm.jpg
tt0208196	Happy Accidents	2000	Comedy	Marisa Tomei	"""Vincent DOnofrio"""	Holland Taylor	Brad Anderson	/ihDJpDbKpVjxx9bzo9i6MdhS5dm.jpg
tt0208298	Il était une fois Jésus	1999	Animation	Ralph Fiennes	Michael Bryant	Julie Christie	Derek W. Hayes	/kdloDloT8L5UehG5kMpoSTjfmZl.jpg
tt0208874	Manipulations	2000	Drama	Joan Allen	Gary Oldman	Jeff Bridges	Rod Lurie	/duRe0F2GYHIDvqe2bqIAMP4gWeP.jpg
tt0208990	La chambre du fils	2001	Drama	Nanni Moretti	Laura Morante	Jasmine Trinca	Nanni Moretti	/v4uF970cf5QTAqhx1ruSntMoq9P.jpg
tt0208993	Jean-Michel Basquiat in Downtown '81	2000	Comedy	Richard Weigand	Cyndy Schneidau	Millie Schneidau	Edo Bertoglio	/5ujDH1Y7skuNSiXfSX3Rp2rE1ZO.jpg
tt0209037	Everybody Famous	2000	Comedy	Josse De Pauw	Eva Van der Gucht	Werner De Smedt	Dominique Deruddere	/iPVRGoOQ6N9sMYYJW8OLT2CqDnO.jpg
tt0209144	Memento	2000	Mystery	Guy Pearce	Carrie-Anne Moss	Joe Pantoliano	Christopher Nolan	/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg
tt0209180	Accroché au ciel	2000	Drama	Nebojsa Glogovac	Ana Sofrenovic	Ivan Jevtovic	Ljubisa Samardzic	/ueTodA0ArttRxp0wTcr5d4AKgg0.jpg
tt0209187	Banlieue nord	1999	Drama	Nina Proll	Edita Malovcic	Astrit Alihajdaraj	Barbara Albert	/3yPPIpV5NNhN9eklTerTbGWYxVS.jpg
tt0209189	Pas un de moins	1999	Drama	Minzhi Wei	Huike Zhang	Zhenda Tian	Yimou Zhang	/y77YNEQeYld4JG2nF70grpTNk1y.jpg
tt0209463	Le vent nous emportera	1999	Drama	Behzad Dorani	Noghre Asadi	Roushan Karam Elmi	Abbas Kiarostami	/zGFailx3ZZmPLYvJ4VdodJ53zlq.jpg
tt0209933	Beau Travail	1999	Drama	Denis Lavant	Michel Subor	Grégoire Colin	Claire Denis	/8liInyfcnyn0vizoQNGmJohtsCm.jpg
tt0210167	La maladie de Sachs	1999	Drama	Albert Dupontel	Valérie Dréville	Dominique Reymond	Michel Deville	/aJu4zwdp4rA5jS9qjDKbN2En3iK.jpg
tt0210312	Suzaki Paradaisu: Akashingô	1956	Drama	Michiyo Aratama	Yukiko Todoroki	Seizaburô Kawazu	Yûzô Kawashima	/A1eLwT9FvnKkfRUhTbV194dqtoh.jpg
tt0210525	Le fleuve de l'amour	1960	Drama	Faten Hamama	Omar Sharif	Zaki Rostom	Ezz El Dine Zulficar	/zGOosTEWMs7eiGUtkKfAdUKlxSr.jpg
tt0210727	Himalaya : L'Enfance d'un chef	1999	Drama	Thilen Lhondup	Gurgon Kyap	Lhakpa Tsamchoe	Eric Valli	/zppCfYBl0kRTpD9T0KTlZG5ZpWw.jpg
tt0210916	Postmen in the Mountains	1999	Drama	Rujun Teng	Ye Liu	Hao Chen	Jianqi Huo	/hnsgCd6YtM0R3tpbsVLy5J1oKZd.jpg
tt0210945	Le plus beau des combats	2000	Biography	Denzel Washington	Will Patton	Wood Harris	Boaz Yakin	/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg
tt0211359	Extension du domaine de la lutte	1999	Drama	Philippe Harel	José Garcia	Philippe Bianco	Philippe Harel	/9ebsGMWfvufCOxb25aE9QUXEX0w.jpg
tt0211401	Haut les coeurs!	1999	Drama	Karin Viard	Laurent Lucas	Julien Cottereau	Sólveig Anspach	/9UFQ1qRCklBL5EDzCz3MeVyp4pw.jpg
tt0211653	Le mystère de la troisième planète	1981	Adventure	Olga Gromova	Vsevolod Larionov	Yuriy Volyntsev	Roman Kachanov	/c34bVzr6akMEJ7j2yrzRfgPJlVO.jpg
tt0211718	Vengo del Moro	2000	Biography	Antonio Canales	Orestes Villasan Rodríguez	Antonio Dechent	Tony Gatlif	/h2HSdXsHFBc7Tb42nRxYYhABcVO.jpg
tt0211915	Amélie des Abbesses	2001	Comedy	Audrey Tautou	Mathieu Kassovitz	Rufus	Jean-Pierre Jeunet	/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg
tt0211946	Berlin Calling	2008	Comedy	Paul Kalkbrenner	Rita Lengyel	Corinna Harfouch	Hannes Stöhr	/biR1lfcq0FeSfv9vLWR7PRHnuV2.jpg
tt0212194	La neige en sang	1972	Drama	Georgi Zhzhyonov	Anatoliy Kuznetsov	Vadim Spiridonov	Gavriil Egiazarov	/au9furkGFWfpCXpTJ0BUxv4txxS.jpg
tt0212338	Mon beau-père et moi	2000	Comedy	Ben Stiller	Robert De Niro	Teri Polo	Jay Roach	/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg
tt0212408	Le bus	1975	Comedy	Bay Okan	Björn Gedda	Tuncel Kurtiz	Bay Okan	/uEmCbsqcnrmBR57zRHwyCLJ7v6K.jpg
tt0212423	Partagerait bonheur...	1998	Comedy	Rene Liu	Wu Bai	Chen Chao-jung	Kuo-Fu Chen	/4Yly1AkVOL8js3vxCWPCw7NjXKh.jpg
tt0212712	2046	2004	Drama	Tony Leung Chiu-wai	Ziyi Zhang	Faye Wong	Wong Kar-Wai	/jIN65qw0Giplo4CshzMrxz204Wn.jpg
tt0212720	A.I. Intelligence artificielle	2001	Adventure	Haley Joel Osment	Jude Law	"""Frances OConnor"""	Steven Spielberg	/8MZSGX5JORoO72EfuAEcejH5yHn.jpg
tt0212815	Big Eden - Un petit miracle	2000	Comedy	Arye Gross	Eric Schweig	Tim DeKay	Thomas Bezucha	/tZ3f8MNLwk38Ydla8GMcQ6yopoj.jpg
tt0212826	Bread and Roses	2000	Drama	Pilar Padilla	Adrien Brody	Elpidia Carrillo	Ken Loach	/wUsu79UgJXn6EMLWWiPpHcvbGUR.jpg
tt0213322	Demain, je vais me réveiller et me brûler avec du thé	1977	Comedy	Petr Kostka	Jirí Sovák	Vladimír Mensík	Jindrich Polák	/AfZVSvNQwCr0JwWsYBDbFLe6Adr.jpg
tt0213847	Malèna	2000	Drama	Monica Bellucci	Giuseppe Sulfaro	Luciano Federico	Giuseppe Tornatore	/buHqp8EkL3euRffvD1lQLVZqsFz.jpg
tt0213890	Mohabbatein	2000	Drama	Amitabh Bachchan	Shah Rukh Khan	Aishwarya Rai Bachchan	Aditya Chopra	/zB7zJQgk4pPoxsPzZP0CqUgHuXN.jpg
tt0213905	Mundo grúa	1999	Comedy	Luis Margani	Daniel Valenzuela	Adriana Aizemberg	Pablo Trapero	/eAyHxFZDtnzx1d8yH12w92HItF1.jpg
tt0213985	Partition	2007	Drama	Jimi Mistry	Kristin Kreuk	Neve Campbell	Vic Sarin	/qCq3QZbrf2ENAEyPJVaCGbWOQ1N.jpg
tt0215010	One Piece!	1999	Comedy	Travis Mullenix	Satoru Jitsunashi	Jason C. Kane	Takuji Suzuki	/g8PBdpbVkF3nOeL2bbAEjljuKF9.jpg
tt0215369	Shower	1999	Comedy	Jiayi Du	Zheng Fang	Bing He	Yang Zhang	/wAEmh0m4RSDQrby64REzZJLCSH5.jpg
tt0215750	Stalingrad	2001	Action	Jude Law	Ed Harris	Joseph Fiennes	Jean-Jacques Annaud	/9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
tt0215850	Hochelaga	2000	Crime	Dominic Darceuil	David Boutin	Ronald Houle	Michel Jetté	/mgafYWbtKJEUf3UzQGcjcEk7BZp.jpg
tt0216165	Running Out of Time	1999	Action	Andy Lau	Ching-Wan Lau	YoYo Mung	Johnnie To	/9ccrrOMnpeQm9SI0PL2E1d4stn6.jpg
tt0216625	Projet inconnu	2000	Drama	Juliette Binoche	Thierry Neuvic	Josef Bierbichler	Michael Haneke	/kJJx2FNmiaep8WT21uMPY9qPzxL.jpg
tt0216651	Vampire Hunter D: Bloodlust	2000	Action	Andrew Philpot	John Rafter Lee	Pamela Adlon	Yoshiaki Kawajiri	/4hJUWgdmoFsNpzyTN6QjoZcaivO.jpg
tt0216787	Le goût des autres	2000	Comedy	Anne Alvaro	Jean-Pierre Bacri	Alain Chabat	Agnès Jaoui	/k9R6Omadvp57EoQ4x9nNneig1Nv.jpg
tt0216799	Les fleurs d'Harrison	2000	Drama	Andie MacDowell	Scott Anton	Elias Koteas	Élie Chouraqui	/j7YO7LqMXrEsP33pQShzJMPbXLg.jpg
tt0216800	Harry, un ami qui vous veut du bien	2000	Comedy	Laurent Lucas	Sergi López	Mathilde Seigner	Dominik Moll	/u6OzWGLlzGXDJJGGWbb6AWKxmoj.jpg
tt0217119	Une affaire de goût	2000	Crime	Bernard Giraudeau	Jean-Pierre Lorit	Florence Thomassin	Bernard Rapp	/3OKEpJKer0QfzYH2gShboxaJlQA.jpg
tt0217505	Gangs of New York	2002	Crime	Leonardo DiCaprio	Cameron Diaz	Daniel Day-Lewis	Martin Scorsese	/lemqKtcCuAano5aqrzxYiKC8kkn.jpg
tt0217799	La bête élégante	1962	Comedy	Ayako Wakao	Eiji Funakoshi	Yûko Hamada	Yûzô Kawashima	/vtLsV5TMtElXZEKVXfjlAWvz6NT.jpg
tt0217869	Incassable	2000	Drama	Bruce Willis	Samuel L. Jackson	Robin Wright	M. Night Shyamalan	/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg
tt0218839	Bêtes de scène	2000	Comedy	Fred Willard	Eugene Levy	"""Catherine OHara"""	Christopher Guest	/kVNaXzoX64YwLC99o4gXyKPnplS.jpg
tt0219288	Les solitaires	2000	Comedy	Labina Mitevska	Jitka Schneiderová	Sasa Rasilov	David Ondricek	/hOg3WTC9X2uDZoEEUUfWt6G4Zfu.jpg
tt0220631	El mar	2000	Drama	Roger Casamajor	Bruno Bergonzini	Antònia Torrens	Agustí Villaronga	/2wsNLhToOjGfsBIdLJywmSHZI9P.jpg
tt0220644	The mission	1999	Action	Anthony Chau-Sang Wong	Francis Ng	Jackie Chung-yin Lui	Johnnie To	/h6caee9nexiPgidsuR7ltSnaZYG.jpg
tt0220726	Ressources humaines	1999	Comedy	Jalil Lespert	Jean-Claude Vallod	Chantal Barré	Laurent Cantet	/j8wvmV7tz0vl2Uymn4CZmsimjpQ.jpg
tt0220839	Quatre cents coups	1987	Comedy	Giorgos Kimoulis	Dimitris Kallivokas	Giorgos Kotanidis	Nicos Perakis	/275fw7lVoQ6NP2BbwC1UsHISyPf.jpg
tt0221027	Blow	2001	Biography	Johnny Depp	Penélope Cruz	Franka Potente	Ted Demme	/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg
tt0221073	Chopper	2000	Biography	Eric Bana	Simon Lyndon	Vince Colosimo	Andrew Dominik	/IvoftTE67DCTfZDMoS2cSNXpnu.jpg
tt0221322	Kisapmata	1981	Crime	Charo Santos-Concio	Jay Ilagan	Vic Silayan	Mike De Leon	/npuCfP17E0HS1cddhYAJIS2x4cJ.jpg
tt0221559	La vie à la folie	2001	Drama	Cillian Murphy	Tricia Vessey	Martin Carney	John Carney	/p7UivdoGp8Zkohy8wVzQEWR3gUx.jpg
tt0221809	Ayurveda: l'art de la longévité	2001	Documentary	Nicolos Kostopoulos	Vaidya Narayan Murthy	Brahmanand Swamigal	Pan Nalin	/lgmPBTWogUZBkDMb9zxNz0jyt7.jpg
tt0222027	Les quatre saisons de la loi	1999	Adventure	Angeliki Malanti	Angelos Pantelaras	Takis Agoris	Dimos Avdeliodis	/2FKTsGrqCFfjvlP2unwL3G7By2.jpg
tt0222150	Liste d'attente	2000	Comedy	Vladimir Cruz	Tahimi Alvariño	Jorge Perugorría	Juan Carlos Tabío	/tXBnl9AKK95P1IC2P4YZfK3rjo.jpg
tt0222186	Les mouettes meurent au port	1955	Drama	Tine Balder	Tone Brulin	Alice De Graef	Rik Kuypers	/qIFlOChyVEOKP1AqQ5A0Ia0W5fA.jpg
tt0222850	Le club des coeurs brisés	2000	Comedy	Timothy Olyphant	Dean Cain	Zach Braff	Greg Berlanti	/g9bqbopRZYy5Z2137zFoFQRXVEW.jpg
tt0222851	Aniki, mon frère	2000	Crime	Takeshi Kitano	Claude Maki	Omar Epps	Takeshi Kitano	/rjgNhmndEKCPiIxK14bTr2FiwYR.jpg
tt0223897	Un monde meilleur	2000	Drama	Kevin Spacey	Haley Joel Osment	Helen Hunt	Mimi Leder	/62OIokwaxFwBFWM147ijLJsaVJD.jpg
tt0224578	À la verticale de l'été	2000	Drama	Nu Yên-Khê Tran	Quynh Nhu	Khanh Le	Anh Hung Tran	/7bSt7bSWtfXCrPFnZrUFLr3oq53.jpg
tt0226872	La femme scorpion	1972	Crime	Meiko Kaji	Rie Yokoyama	Yayoi Watanabe	"""Shunya Itô"""	/Q3A9Mow4kSC7xpoiaBTuCOaIRl.jpg
tt0226874	Elle s'appelait Scorpion	1972	Crime	Meiko Kaji	Fumio Watanabe	Yukie Kagawa	"""Shunya Itô"""	/mVmtfl3YJc04BJKy6PcFnol0RZG.jpg
tt0226875	La tanière de la bête	1973	Crime	Meiko Kaji	Mikio Narita	Reisen Ri	"""Shunya Itô"""	/zHRhQ3v1pXCIB3LnOFdfTZso4nO.jpg
tt0227034	Le fantôme de Tito	1999	Comedy	Drazen Kuhn	Linda Begonja	Ilija Ivezic	Vinko Bresan	/mF1YFmGRUQbEklAmVsGq7WZU2XD.jpg
tt0227277	Vies brûlées	2000	Crime	Eduardo Noriega	Leonardo Sbaraglia	Pablo Echarri	Marcelo Piñeyro	/LzjfTXKSdSwyqWzp2X5TjkvJ64.jpg
tt0227858	Zero Focus	1961	Crime	Yoshiko Kuga	Hizuru Takachiho	Ineko Arima	Yoshitarô Nomura	/seEfKtKiZoKFhreYB4ccI1gEZbu.jpg
tt0228021	Jeune fille sous ciel bleu	1957	Comedy	Ayako Wakao	Keizô Kawasaki	Kenji Sugawara	Yasuzô Masumura	/mlnVMFMLlhPZB2lEnlx7xggu9Ch.jpg
tt0228687	Otesánek	2000	Animation	Veronika Zilková	Jan Hartl	Jaroslava Kretschmerová	Jan Svankmajer	/86uoXmcgXKZQa35V1AsKVXY3NvX.jpg
tt0228786	Les Rivières pourpres	2000	Crime	Jean Reno	Vincent Cassel	Nadia Farès	Mathieu Kassovitz	/y5gRgTg8EuB7Qff2QrsZqkYxDp7.jpg
tt0228853	Jetons les livres et sortons dans les rues	1971	Drama	Eimei Sasaki	Masahiro Saito	Yukiko Kobayashi	Shûji Terayama	/2TW1nVMOKzly6q1eoAldfZ3HsP2.jpg
tt0229340	Dîner entre ennemis	2000	Crime	Danny Aiello	Edoardo Ballerini	John Rothman	Bob Giraldi	/6qhSssp1RT3IU53OkomdpJsyJ0D.jpg
tt0229664	Princes et Princesses	2000	Animation	Arlette Mirapeu	Philippe Cheytion	Yves Barsacq	Michel Ocelot	/gP1PDJmbsF5J2teuond2OtRiEaC.jpg
tt0230011	Atlantide, l'empire perdu	2001	Action	Michael J. Fox	Jim Varney	Corey Burton	Gary Trousdale	/8fUEFPUTF7kBMuKPiSQHxPvd8EZ.jpg
tt0230600	Les Autres	2001	Horror	Nicole Kidman	Christopher Eccleston	Fionnula Flanagan	Alejandro Amenábar	/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg
tt0232114	Seule contre la Mafia	1970	Crime	Alessio Orano	Ornella Muti	Tano Cimarosa	Damiano Damiani	/kbZHtvRh2YJcRXjrFmyzUUTIZaK.jpg
tt0233230	Après la vie	2002	Crime	Gilbert Melki	Lucas Belvaux	Dominique Blanc	Lucas Belvaux	/dTACeTZOiYrASWbIYWN94kOnNDU.jpg
tt0233418	Cavale	2002	Crime	Catherine Frot	Lucas Belvaux	Dominique Blanc	Lucas Belvaux	/hWqnmx3mvmjjUOypn8NdsXsZJ6G.jpg
tt0233651	Les anges de l'univers	2000	Biography	Ingvar Sigurdsson	Baltasar Kormákur	Hilmir Snær Guðnason	Friðrik Þór Friðriksson	/8RViMuKJVmRamRLaO1wl3a5a3EL.jpg
tt0233841	Le secret de Baran	2001	Drama	Hossein Abedini	Zahra Bahrami	Hossein Rahimi	Majid Majidi	/1qIu0BSj51sKOcLZGkDfRZKVf4p.jpg
tt0233979	Tatya Vinchu	1993	Comedy	Laxmikant Berde	Mahesh Kothare	Kishori Ambiye	Mahesh Kothare	/r7lWqWPUXJ3gqjNQubgaOCSI0tR.jpg
tt0234116	Little Cheung	1999	Drama	Yuet-Ming Yiu	Wai-Fan Mak	Yuet-Man Mak	Fruit Chan	/2mXUvo2qXqmyLtsDEqqn4UPFiZ.jpg
tt0234215	Matrix Reloaded	2003	Action	Keanu Reeves	Laurence Fishburne	Carrie-Anne Moss	Lana Wachowski	/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg
tt0234217	Nuages de mai	1999	Drama	Emin Ceylan	Muzaffer Özdemir	Fatma Ceylan	Nuri Bilge Ceylan	/wEec5REiqg89d0qQ4i7SxR6iuQh.jpg
tt0234288	On doit s'entraider	2000	Comedy	Bolek Polívka	Csongor Kassai	Jaroslav Dusek	Jan Hrebejk	/6mKiT1zyUHHSCUm1hfZVe4RUhjV.jpg
tt0234805	Les trois vies de Rita Vogt	2000	Drama	Bibiana Beglau	Richard Kropf	Martin Wuttke	Volker Schlöndorff	/xcYubjOGTiBGBewAt4lkFj61eS.jpg
tt0234837	Suzhou River	2000	Drama	Xun Zhou	Hongsheng Jia	Zhongkai Hua	Ye Lou	/npmg7vTFvmFmxZsiThHFwWE86hA.jpg
tt0234988	La ville est tranquille	2000	Drama	Ariane Ascaride	Jean-Pierre Darroussin	Gérard Meylan	Robert Guédiguian	/8d2NBr4in07pEQgO1PwENJH0IO1.jpg
tt0235060	The Road Home	1999	Drama	Ziyi Zhang	Honglei Sun	Hao Zheng	Yimou Zhang	/AbUmBTtVZDpchPA4Yfq4OpIs46X.jpg
tt0235154	Ruang talok 69	1999	Comedy	Tasanawalai Ongartittichai	Black Phomtong	Lalita Panyopas	Pen-Ek Ratanaruang	/q9hHVuHQX3yTDDUtuIezDz3YC34.jpg
tt0235198	Audition	1999	Drama	Ryô Ishibashi	Eihi Shiina	Tetsu Sawaki	Takashi Miike	/3uHGdP7S3TlApsoskvRGhS0x6eu.jpg
tt0235737	Salton Sea	2002	Crime	Val Kilmer	"""Vincent DOnofrio"""	Adam Goldberg	D.J. Caruso	/i3InMSlLUNBEdQTKazMdyVP1ryX.jpg
tt0235841	L'insaisissable	2000	Drama	Hannelore Elsner	Vadim Glowna	Tonio Arango	Oskar Roehler	/717vz9TOdNejUm8eHKPxXcCvoW8.jpg
tt0236027	Lumières dansantes	2000	Action	Søren Pilmark	Ulrich Thomsen	Mads Mikkelsen	Anders Thomas Jensen	/20ApKJUi1XYri37RAH3SDIp2Ykh.jpg
tt0236598	Plus fort que le silence	2000	Drama	Gong Li	Xin Gao	Jingming Shi	Zhou Sun	/6Uf3Gw96gyLC4DAa1UMsEE5m5cI.jpg
tt0237138	Dasharatham	1989	Comedy	Mohanlal	Rekha	Murali	Sibi Malayil	/1n6WNghYiTCMl8RPflPSohui4QP.jpg
tt0237376	Kireedam	1989	Action	Mohanlal	Thilakan	Kaviyoor Ponnamma	Sibi Malayil	/9mKxljfSzQ9UXpgEPLvGTwXvZUv.jpg
tt0237534	Le Pacte des loups	2001	Action	Samuel Le Bihan	Mark Dacascos	Jérémie Renier	Christophe Gans	/x0bsgEeWqpvH8Lgwgmzi2tujlrV.jpg
tt0237539	Pain, Tulipes et Comédie	2000	Comedy	Licia Maglietta	Bruno Ganz	Giuseppe Battiston	Silvio Soldini	/vz0THk3uPmYip2U761UqB2D0hRl.jpg
tt0237994	15 février 1839	2001	Drama	Luc Picard	Sylvie Drapeau	Frédéric Gilles	Pierre Falardeau	/jdfQpgECLfmN3Ibg1Cves1xUUlO.jpg
tt0238380	Equilibrium	2002	Action	Christian Bale	Sean Bean	Emily Watson	Kurt Wimmer	/q6VzUsHs4Z3myBHkrPAA3avfGwn.jpg
tt0238883	Frère 2	2000	Action	Sergey Bodrov	Viktor Sukhorukov	Sergey Makovetskiy	Aleksey Balabanov	/t332zXLKACkURsmxglgoAvkUt6S.jpg
tt0238891	Les cent pas	2000	Biography	Luigi Lo Cascio	Luigi Maria Burruano	Lucia Sardo	Marco Tullio Giordana	/dpQpjLslfQlpDv7eCVRDPQAKgqs.jpg
tt0238924	The Dangerous Lives of Altar Boys	2002	Comedy	Kieran Culkin	Jena Malone	Emile Hirsch	Peter Care	/4uTWXZ2Rvizl3ycMHtODfRjks4W.jpg
tt0238936	Devdas	2002	Drama	Shah Rukh Khan	Aishwarya Rai Bachchan	Madhuri Dixit	Sanjay Leela Bhansali	/n853Gvyy5tGz6BujE6jeuVqjXKM.jpg
tt0238938	Les Cygnes sauvages	1962	Animation	Valentina Tumanova	Elena Ponsova	Viktor Sergachyov	Vera Tsekhanovskaya	/oIcimWQ0LBrVx9Z1iIK7Uq7djg7.jpg
tt0239096	Le petit cheval bossu	1975	Adventure	Jim Backus	Aleksey Gribov	Mariya Vinogradova	Ivan Ivanov-Vano	/9Wr3xnwvIGbThF5p1frf43oH8Nw.jpg
tt0239388	La faute à Voltaire	2000	Drama	Sami Bouajila	Élodie Bouchez	Bruno Lochet	Abdellatif Kechiche	/8a1o31b6c5rMdX0aCjwmOqKINUr.jpg
tt0239655	Monday	2000	Action	"""Shinichi Tsutsumi"""	Yasuko Matsuyuki	Ren Ôsugi	Sabu	/vypYbxbngrqwDPbRZYygqAJ2fNa.jpg
tt0239695	Nationale 7	2000	Comedy	Nadia Kaci	Olivier Gourmet	Lionel Abelanski	Jean-Pierre Sinapi	/y50LVIWmLTvMBAaxSqcKDgRuoKG.jpg
tt0240122	Tosca de Giacomo Puccini	2001	Drama	Angela Gheorghiu	Roberto Alagna	Ruggero Raimondi	Benoît Jacquot	/w0GEetDNhcFRaDDM62YWOt5bAT7.jpg
tt0240200	Water	2005	Drama	Lisa Ray	John Abraham	Seema Biswas	Deepa Mehta	/bWgthg4wwAmyu6FoyC006IQU9JN.jpg
tt0240419	La Ciénaga	2001	Comedy	Mercedes Morán	Graciela Borges	Martín Adjemián	Lucrecia Martel	/fcgRKfCRudyWggyHIT9LOPgU3qW.jpg
tt0240772	Ocean's eleven - Faites vos jeux!	2001	Crime	George Clooney	Brad Pitt	Julia Roberts	Steven Soderbergh	/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
tt0240913	Sous le sable	2000	Drama	Charlotte Rampling	Bruno Cremer	Jacques Nolot	François Ozon	/phJFN5d5qtphQoz3QzP7Z7GLAMM.jpg
tt0241303	Le chocolat	2000	Drama	Juliette Binoche	Johnny Depp	Judi Dench	Lasse Hallström	/jPNmQq23eNbKFVPZnY5Kxc63MvW.jpg
tt0241527	Harry Potter à l'école des sorciers	2001	Adventure	Daniel Radcliffe	Rupert Grint	Emma Watson	Chris Columbus	/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
tt0241663	À la gauche du père	2001	Drama	Selton Mello	Raul Cortez	Juliana Carneiro da Cunha	Luiz Fernando Carvalho	/orRApy2BHy99HyWf7PwzHtoZRd1.jpg
tt0242193	Bully	2001	Biography	Brad Renfro	Nick Stahl	Bijou Phillips	Larry Clark	/1TbaSaRQUjO0WxpXjnXSqWzNXzK.jpg
tt0242572	Kandukondain Kandukondain	2000	Drama	Ajith Kumar	Tabu	Mammootty	Rajiv Menon	/xt7s7796EtdPo5GAAYUIVfAxE0R.jpg
tt0242587	L.I.E. Long Island Expressway	2001	Crime	Brian Cox	Paul Dano	Bruce Altman	Michael Cuesta	/ck5Tkq17M6khEN7JQlQznoYl37L.jpg
tt0243017	Waking Life: Prisonnier du rêve	2001	Animation	Ethan Hawke	Trevor Jack Brooks	Lorelei Linklater	Richard Linklater	/2MRM4PL6H7yraAkwyUEe2EqoQH3.jpg
tt0243133	The barber: l'homme qui n'était pas là	2001	Crime	Billy Bob Thornton	Frances McDormand	Michael Badalucco	Joel Coen	/lrCgt8NNMyFsfmXyXiSSCRXNH4u.jpg
